ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count
190-225-184,HB/lns_511,1,39,1,56,0.696428571428571,0,190-225-184,190,225,184,/home/anna/.ssgetpy/MM/HB/lns_511/lns_511.mtx,225,225,853,False,0.025477707006369428,0.9585987261146497,0.016849382716049383,3.7911111111111113,5,1.593294591191782,2.36,0.8428523002282192,1,3,1.606403013182674,0.8901408400752256,1,3,531
1018-995-266,Sandia/adder_dcop_35,1,101,0,0,0.0,0,1018-995-266,1018,995,266,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_35/adder_dcop_35.mtx,995,995,2793,False,0.0022148394241417496,0.5758582502768549,0.002821140880280801,2.8070351758793968,8,1.575015771779232,2.39737108190091,1.3274854266433198,1,7,1.17798397300717,0.4173032881822272,1,5,2371
1942-156-114,JGD_CAG/CAG_mat364,1,96,1,65,1.47692307692308,0,1942-156-114,1942,156,114,/home/anna/.ssgetpy/MM/JGD_CAG/CAG_mat364/CAG_mat364.mtx,156,156,2559,False,0.26550145651269247,0.4019975031210986,0.10515285996055226,16.403846153846153,39,8.964873650312922,13.673076923076923,6.618896280229945,1,29,1.19971870604782,0.5386687377345043,1,4,2133
222-386-252,HB/nos6,0,400,1,70,5.71428571428571,1,222-386-252,222,386,252,/home/anna/.ssgetpy/MM/HB/nos6/nos6.mtx,386,386,1830,True,1.0,1.0,0.012282208918360224,4.740932642487047,5,0.4777247029786323,2.844559585492228,0.36232401527558733,2,3,1.6666666666666667,0.9232870714969654,1,3,1098
1167-179-242,Sandia/oscil_dcop_56,1,16,0,0,0.0,0,1167-179-242,1167,179,242,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_56/oscil_dcop_56.mtx,179,179,503,False,0.1377245508982036,0.9940119760479041,0.015698636122468086,2.810055865921788,10,1.0562312671928995,1.24,0.8278025989673763,1,8,2.3179723502304146,0.9383285164405076,1,3,217
44-129-10,HB/bcsstk22,0,150,1,82,1.82926829268293,1,44-129-10,44,129,10,/home/anna/.ssgetpy/MM/HB/bcsstk22/bcsstk22.mtx,129,129,657,True,1.0,1.0,0.03948080043266631,5.093023255813954,8,1.8318536402095802,3.1782945736434107,0.7517381657302733,1,4,1.602439024390244,0.6738993935473147,1,6,410
1073-214-398,Sandia/fpga_dcop_19,1,3,1,51,0.0588235294117647,0,1073-214-398,1073,214,398,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_19/fpga_dcop_19.mtx,214,214,428,False,0.0,1.0,0.009345794392523364,2.0,2,0.0,1.0,0.0,1,1,2.0,0.0,2,2,214
759-1279-1204,Nasa/nasa2910,0,1300,1,76,17.1052631578947,1,759-1279-1204,759,1279,1204,/home/anna/.ssgetpy/MM/Nasa/nasa2910/nasa2910.mtx,1279,1279,70873,True,1.0,1.0,0.04332511533822664,55.41282251759187,175,26.137305541656016,13.43549648162627,8.399450280782586,1,54,4.124359869646183,5.406008940754197,1,100,17184
2666-964-149,VDOL/dynamicSoaringProblem_2,1,600,1,158,3.79746835443038,1,2666-964-149,2666,964,149,/home/anna/.ssgetpy/MM/VDOL/dynamicSoaringProblem_2/dynamicSoaringProblem_2.mtx,964,964,3634,False,1.0,1.0,0.003910487078390524,3.7697095435684647,219,8.049952676252754,2.6701244813278007,1.4197406347574817,1,5,1.4118104118104118,4.834618467660926,1,218,2574
1207-1911-2332,Oberwolfach/t2dal_e,1,411,1,51,8.05882352941176,1,1207-1911-2332,1207,1911,2332,/home/anna/.ssgetpy/MM/Oberwolfach/t2dal_e/t2dal_e.mtx,1911,1911,1911,True,1.0,1.0,0.0005232862375719519,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1911
1046-510-311,Sandia/adder_dcop_63,1,37,0,0,0.0,0,1046-510-311,1046,510,311,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_63/adder_dcop_63.mtx,510,510,1046,False,0.007352941176470588,0.5845588235294118,0.004021530180699731,2.0509803921568626,7,1.331199870980259,1.8035714285714286,1.1176377897265926,1,6,1.1507150715071508,0.37282856494340155,1,3,909
547-225-2817,Hollinger/g7jac020,1,27,0,0,0.0,0,547-225-2817,547,225,2817,/home/anna/.ssgetpy/MM/Hollinger/g7jac020/g7jac020.mtx,225,225,833,False,0.0,0.0910569105691057,0.01645432098765432,3.7022222222222223,30,5.208987484846163,1.9066666666666667,1.2202731934557387,1,7,1.9417249417249418,2.32426298494328,1,14,429
206-132-4,HB/lund_a,1,94,1,61,1.54098360655738,1,206-132-4,206,132,4,/home/anna/.ssgetpy/MM/HB/lund_a/lund_a.mtx,132,132,2206,True,1.0,1.0,0.12660697887970615,16.71212121212121,21,4.316161143378529,2.8181818181818183,0.42315878920511935,2,4,5.93010752688172,2.1653321752789303,1,9,372
1556-1454-2187,Schenk_IBMNA/c-37,1,165,1,51,3.23529411764706,1,1556-1454-2187,1556,1454,2187,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-37/c-37.mtx,1454,1454,1454,False,1.0,1.0,0.000687757909215956,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1454
1004-771-100,Sandia/adder_dcop_21,1,201,0,0,0.0,0,1004-771-100,1004,771,100,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_21/adder_dcop_21.mtx,771,771,1861,False,0.0036429872495446266,0.6612021857923497,0.003130672345951911,2.4137483787289233,7,1.466748218114175,2.0875816993464054,1.226681599516839,1,6,1.1653099561678146,0.38307833615217024,1,3,1597
2210-656-27,JGD_Trefethen/Trefethen_700,1,39,1,52,0.75,0,2210-656-27,2210,656,27,/home/anna/.ssgetpy/MM/JGD_Trefethen/Trefethen_700/Trefethen_700.mtx,656,656,11730,True,1.0,1.0,0.027257770672218917,17.88109756097561,19,1.171775290721421,13.890243902439025,1.1262510394784258,9,15,1.287313432835821,1.032069904214666,1,5,9112
1075-634-90,Sandia/fpga_dcop_21,1,78,1,84,0.928571428571429,0,1075-634-90,1075,634,90,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_21/fpga_dcop_21.mtx,634,634,1584,False,0.23789473684210527,0.7642105263157895,0.0039407298311257945,2.498422712933754,5,0.8429503754725775,1.6876971608832807,0.7599643419483239,1,5,1.480373831775701,0.4996146650377984,1,2,1070
358-189-689,Boeing/msc01050,1,48,1,60,0.8,0,358-189-689,358,189,689,/home/anna/.ssgetpy/MM/Boeing/msc01050/msc01050.mtx,189,189,1065,True,1.0,1.0,0.029814394893759973,5.634920634920635,27,4.448297649419176,3.671957671957672,1.3286851034118063,1,8,1.5345821325648414,1.1947712867709377,1,13,694
244-932-2539,HB/sherman3,1,455,1,57,7.98245614035088,1,244-932-2539,244,932,2539,/home/anna/.ssgetpy/MM/HB/sherman3/sherman3.mtx,932,932,3348,False,0.07119205298013245,1.0,0.003854371972222734,3.592274678111588,7,2.323851042352157,2.6008583690987126,1.44480693324793,1,5,1.381188118811881,0.7696228819707069,1,3,2424
1239-1632-519,GHS_indef/laser,1,3,0,0,0.0,0,1239-1632-519,1239,1632,519,/home/anna/.ssgetpy/MM/GHS_indef/laser/laser.mtx,1632,1632,1296,False,1.0,1.0,0.0004865916955017301,0.7941176470588235,2,0.33511122058660886,1.1289198606271778,0.33511122058660886,1,2,1.0,0.0,1,1,1296
2764-100-82,Mycielski/mycielskian8,1,16,0,0,0.0,0,2764-100-82,2764,100,82,/home/anna/.ssgetpy/MM/Mycielski/mycielskian8/mycielskian8.mtx,100,100,298,False,1.0,1.0,0.0298,2.98,52,5.948075318958225,1.75,1.5321553446044562,1,7,1.7028571428571428,3.66492921111022,1,39,175
48-575-62,HB/bcsstk26,0,600,1,88,6.81818181818182,1,48-575-62,48,575,62,/home/anna/.ssgetpy/MM/HB/bcsstk26/bcsstk26.mtx,575,575,7829,True,1.0,1.0,0.02367939508506616,13.615652173913043,27,5.077496666740033,5.356521739130435,2.2871714231977953,2,12,2.541883116883117,2.2692607840040897,1,12,3080
773-753-5595,Nemeth/nemeth09,1,7,1,52,0.134615384615385,0,773-753-5595,773,753,5595,/home/anna/.ssgetpy/MM/Nemeth/nemeth09/nemeth09.mtx,753,753,30715,False,1.0,1.0,0.0541702159930442,40.790172642762286,51,7.272247751142189,6.062416998671979,1.5834747547364536,2,9,6.728368017524644,9.567002164439957,1,45,4565
2706-950-331,VDOL/lowThrust_2,1,32,1,51,0.627450980392157,0,2706-950-331,2706,950,331,/home/anna/.ssgetpy/MM/VDOL/lowThrust_2/lowThrust_2.mtx,950,950,950,False,1.0,1.0,0.0010526315789473684,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,950
1026-1582-216,Sandia/adder_dcop_43,1,117,0,0,0.0,0,1026-1582-216,1026,1582,216,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_43/adder_dcop_43.mtx,1582,1582,7032,False,0.003296099615455045,0.49478117560886287,0.00280973850892068,4.4450063211125155,81,2.7517050856868153,3.760429835651075,2.3737666180217114,1,64,1.1820474029248613,0.4520814681333601,1,5,5949
1150-156-57,Sandia/oscil_dcop_39,1,149,0,0,0.0,0,1150-156-57,1150,156,57,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_39/oscil_dcop_39.mtx,156,156,325,False,0.8557213930348259,0.945273631840796,0.013354700854700854,2.0833333333333335,6,0.9537935951882998,2.0064102564102564,0.8281644429158926,1,5,1.038338658146965,0.22281911532476284,1,3,313
1235-1394-2246,GHS_indef/exdata_1,0,1400,1,51,27.4509803921569,1,1235-1394-2246,1235,1394,2246,/home/anna/.ssgetpy/MM/GHS_indef/exdata_1/exdata_1.mtx,1394,1394,572173,False,1.0,1.0,0.29444339236201883,410.4540889526542,756,376.14444739977137,1.0,0.0,1,1,410.4540889526542,376.14444739977137,1,756,1394
889-1127-3251,Norris/fv3,1,27,1,59,0.457627118644068,0,889-1127-3251,889,1127,3251,/home/anna/.ssgetpy/MM/Norris/fv3/fv3.mtx,1127,1127,9479,True,1.0,1.0,0.007463021472622072,8.410825199645075,9,1.2066026328266546,2.8260869565217392,0.3790346907426673,2,3,2.976138147566719,0.15667913518368046,1,3,3185
1331-1231-3329,MathWorks/Muu,1,29,1,53,0.547169811320755,0,1331-1231-3329,1331,1231,3329,/home/anna/.ssgetpy/MM/MathWorks/Muu/Muu.mtx,1231,1231,26581,True,1.0,1.0,0.017541034776531798,21.59301380991064,49,8.819201225214487,21.59301380991064,8.819201225214487,5,49,1.0,0.0,1,1,26581
2245-284-2524,TSOPF/TSOPF_RS_b9_c6,1,250,1,51,4.90196078431373,1,2245-284-2524,2245,284,2524,/home/anna/.ssgetpy/MM/TSOPF/TSOPF_RS_b9_c6/TSOPF_RS_b9_c6.mtx,284,284,565,False,0.0,0.0,0.007005058520134894,1.9894366197183098,2,0.10223402211942235,1.9894366197183098,0.10223402211942235,1,2,1.0,0.0,1,1,565
153-264-203,HB/fs_760_2,1,48,0,55,0.872727272727273,0,153-264-203,153,264,203,/home/anna/.ssgetpy/MM/HB/fs_760_2/fs_760_2.mtx,264,264,857,False,0.0,0.5396290050590219,0.012296258034894399,3.246212121212121,6,1.0642186850220428,2.4886363636363638,1.249190509239746,1,6,1.30441400304414,0.7056169503748291,1,3,657
1916-695-7900,TKK/t2d_q4,1,22,1,58,0.379310344827586,0,1916-695-7900,1916,695,7900,/home/anna/.ssgetpy/MM/TKK/t2d_q4/t2d_q4.mtx,695,695,5621,False,0.6906211936662606,1.0,0.011637078826147715,8.087769784172663,9,1.4007428877735397,2.7179856115107914,0.44998030309588694,2,3,2.9756484912652197,0.1608602973259616,1,3,1889
28-337-57,HB/bcsstk06,0,350,1,67,5.22388059701493,1,28-337-57,28,337,57,/home/anna/.ssgetpy/MM/HB/bcsstk06/bcsstk06.mtx,337,337,6025,True,1.0,1.0,0.05305144889890727,17.87833827893175,28,5.858877428008534,5.563798219584569,2.0213095751155494,1,10,3.2133333333333334,3.2239658117845407,1,14,1875
3-208-132,HB/662_bus,1,84,1,62,1.35483870967742,0,3-208-132,3,208,132,/home/anna/.ssgetpy/MM/HB/662_bus/662_bus.mtx,208,208,462,True,1.0,1.0,0.01067862426035503,2.2211538461538463,6,1.0419723417378917,2.0721153846153846,0.985271997858111,1,6,1.0719257540603249,0.3075624608780609,1,4,431
67-1133-118,HB/bcsstm12,0,1150,1,61,18.8524590163934,1,67-1133-118,67,1133,118,/home/anna/.ssgetpy/MM/HB/bcsstm12/bcsstm12.mtx,1133,1133,14589,True,1.0,1.0,0.011364902246572184,12.876434245366283,22,5.150403440469878,7.684907325684025,2.04333284229121,2,11,1.6755484093258297,0.46816958036930484,1,2,8707
315-292-84,Bai/mhdb416,0,300,1,52,5.76923076923077,1,315-292-84,315,292,84,/home/anna/.ssgetpy/MM/Bai/mhdb416/mhdb416.mtx,292,292,1630,True,1.0,1.0,0.019117095139801088,5.582191780821918,10,1.9785038255908556,2.8424657534246576,0.6323294200039363,1,4,1.963855421686747,0.901749078615475,1,4,830
206-136-4,HB/lund_a,1,130,1,61,2.13114754098361,1,206-136-4,206,136,4,/home/anna/.ssgetpy/MM/HB/lund_a/lund_a.mtx,136,136,2276,True,1.0,1.0,0.12305363321799308,16.735294117647058,21,4.328828285490141,2.838235294117647,0.40621256814509216,2,4,5.896373056994818,2.1291554446448018,1,9,386
2562-1050-214,CPM/cz1268,0,1050,1,132,7.95454545454545,1,2562-1050-214,2562,1050,214,/home/anna/.ssgetpy/MM/CPM/cz1268/cz1268.mtx,1050,1050,10388,False,0.2413793103448276,0.44163632469479547,0.009422222222222222,9.893333333333333,27,7.178410311703742,3.5028571428571427,0.8499251667739025,1,6,2.8243610657966287,1.5470276406944032,1,6,3678
153-218-161,HB/fs_760_2,1,40,1,56,0.714285714285714,0,153-218-161,153,218,161,/home/anna/.ssgetpy/MM/HB/fs_760_2/fs_760_2.mtx,218,218,664,False,0.0,0.515695067264574,0.013971887888224897,3.0458715596330275,5,1.2182505210862522,2.541284403669725,1.1254528963341142,1,5,1.1985559566787003,0.5889457704365144,1,3,554
307-279-69,Bai/ck400,1,121,1,54,2.24074074074074,1,307-279-69,307,279,69,/home/anna/.ssgetpy/MM/Bai/ck400/ck400.mtx,279,279,1665,False,0.002886002886002886,0.9797979797979798,0.021389756041160828,5.967741935483871,10,2.641487088919722,3.845878136200717,1.0166583110120782,2,5,1.5517241379310345,0.4973174173053779,1,2,1073
1634-232-211,Bai/rdb450,1,64,1,97,0.65979381443299,0,1634-232-211,1634,232,211,/home/anna/.ssgetpy/MM/Bai/rdb450/rdb450.mtx,232,232,1300,False,0.7827715355805244,1.0,0.024152794292508918,5.603448275862069,6,0.5705307623370447,3.6724137931034484,0.5132026229702488,2,4,1.5258215962441315,0.8696985102255447,1,3,852
1113-138-292,Sandia/oscil_dcop_02,1,25,0,0,0.0,0,1113-138-292,1113,138,292,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_02/oscil_dcop_02.mtx,138,138,384,False,0.015625,0.9921875,0.020163831127914304,2.782608695652174,3,0.46985302205066254,1.0298507462686568,0.17017543658196085,1,2,2.782608695652174,0.6225139592728849,1,3,138
1096-476-243,Sandia/fpga_dcop_42,1,3,1,51,0.0588235294117647,0,1096-476-243,1096,476,243,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_42/fpga_dcop_42.mtx,476,476,950,False,0.004219409282700422,1.0,0.004192853612033048,1.995798319327731,2,0.06468405175773384,1.0,0.0,1,1,1.995798319327731,0.06468405175773384,1,2,476
2335-1578-5372,Fluorem/GT01R,0,1600,1,293,5.46075085324232,1,2335-1578-5372,2335,1578,5372,/home/anna/.ssgetpy/MM/Fluorem/GT01R/GT01R.mtx,1578,1578,71157,False,0.0,0.9042383477773466,0.028576144419224413,45.09315589353612,65,8.014692863776222,5.051964512040557,2.0254619573550237,2,11,8.925865529352734,8.436632444315837,1,25,7972
1432-1525-372,Oberwolfach/flowmeter0,1,378,1,74,5.10810810810811,1,1432-1525-372,1432,1525,372,/home/anna/.ssgetpy/MM/Oberwolfach/flowmeter0/flowmeter0.mtx,1525,1525,10431,False,1.0,1.0,0.0044852459016393445,6.84,9,0.6573468780125048,6.369836065573771,0.933673323365752,3,9,1.073810994441013,0.2614630596100369,1,2,9714
1615-147-1607,Bai/dw8192,0,150,1,64,2.34375,1,1615-147-1607,1615,147,1607,/home/anna/.ssgetpy/MM/Bai/dw8192/dw8192.mtx,147,147,601,False,0.9118942731277533,1.0,0.02781248553843306,4.08843537414966,5,0.402799220220067,2.129251700680272,0.33547831308674697,2,3,1.9201277955271565,0.9871428984089212,1,3,313
244-1510-1396,HB/sherman3,1,504,1,61,8.26229508196721,1,244-1510-1396,244,1510,1396,/home/anna/.ssgetpy/MM/HB/sherman3/sherman3.mtx,1510,1510,5256,False,0.11105178857447945,1.0,0.002305162054295864,3.480794701986755,7,2.4978060633360144,2.6119205298013246,1.6450981633916018,1,5,1.332657200811359,0.7289218177301017,1,3,3944
1030-286-370,Sandia/adder_dcop_47,1,35,0,0,0.0,0,1030-286-370,1030,286,370,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_47/adder_dcop_47.mtx,286,286,478,False,0.02,0.69,0.005843806543107242,1.6713286713286712,6,1.078997077789162,1.5214285714285714,0.9060736105610305,1,5,1.1220657276995305,0.3344555598303992,1,3,426
1167-270-107,Sandia/oscil_dcop_56,1,69,0,0,0.0,0,1167-270-107,1167,270,107,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_56/oscil_dcop_56.mtx,270,270,938,False,0.6666666666666666,1.0,0.012866941015089164,3.474074074074074,13,1.4898651673004686,2.511111111111111,1.2670564702354163,1,11,1.3834808259587021,0.7548222409376045,1,3,678
424-562-196,FIDAP/ex27,0,600,1,64,9.375,1,424-562-196,424,562,196,/home/anna/.ssgetpy/MM/FIDAP/ex27/ex27.mtx,562,562,20993,False,0.5192326419320284,0.9219008666861428,0.06646635680905763,37.354092526690394,92,21.82193122845642,7.142348754448399,2.6304445653665507,2,14,5.2299451918286,5.30806703351348,1,22,4014
2819-1686-1504,Goodwin/Goodwin_017,1,215,1,139,1.54676258992806,1,2819-1686-1504,2819,1686,1504,/home/anna/.ssgetpy/MM/Goodwin/Goodwin_017/Goodwin_017.mtx,1686,1686,49010,False,0.06091179302549504,0.9602712772637837,0.017241282264521585,29.06880189798339,62,16.26865238436248,10.013641755634637,4.151968350796339,1,20,2.902920097139134,4.769283927838636,1,26,16883
30-774-291,HB/bcsstk08,0,800,1,68,11.7647058823529,1,30-774-291,30,774,291,/home/anna/.ssgetpy/MM/HB/bcsstk08/bcsstk08.mtx,774,774,8710,True,1.0,1.0,0.014539056814160473,11.253229974160206,244,17.638062514266963,8.71576227390181,12.082803661219499,1,122,1.2911354876964127,0.5692758495747202,1,18,6746
1082-250-823,Sandia/fpga_dcop_28,1,3,1,51,0.0588235294117647,0,1082-250-823,1082,250,823,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_28/fpga_dcop_28.mtx,250,250,498,False,0.0,1.0,0.007968,1.992,2,0.08908422980528033,1.0,0.0,1,1,1.992,0.08908422980528033,1,2,250
1095-109-44,Sandia/fpga_dcop_41,1,4,1,51,0.0784313725490196,0,1095-109-44,1095,109,44,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_41/fpga_dcop_41.mtx,109,109,109,False,1,1,0.009174311926605505,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,109
2685-1518-3049,VDOL/freeFlyingRobot_13,1,18,0,0,0.0,0,2685-1518-3049,2685,1518,3049,/home/anna/.ssgetpy/MM/VDOL/freeFlyingRobot_13/freeFlyingRobot_13.mtx,1518,1518,380,False,1.0,1.0,0.00016490736545728813,0.2503293807641634,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,380
1430-1128-315,Oberwolfach/filter2D,1,163,1,79,2.06329113924051,1,1430-1128-315,1430,1128,315,/home/anna/.ssgetpy/MM/Oberwolfach/filter2D/filter2D.mtx,1128,1128,7348,False,1.0,1.0,0.005774986167697802,6.51418439716312,9,1.191642382946564,6.261524822695035,1.265279023871447,2,9,1.0403511255840294,0.20175498210239146,1,3,7063
1-315-265,HB/1138_bus,1,255,1,75,3.4,1,1-315-265,1,315,265,/home/anna/.ssgetpy/MM/HB/1138_bus/1138_bus.mtx,315,315,935,True,1.0,1.0,0.009423028470647517,2.9682539682539684,12,1.6975075469664525,2.276190476190476,1.1532857526263318,1,8,1.304044630404463,0.7003866939203509,1,7,717
233-301-35,HB/pores_2,1,231,1,53,4.35849056603774,1,233-301-35,233,301,35,/home/anna/.ssgetpy/MM/HB/pores_2/pores_2.mtx,301,301,1885,False,0.3573232323232323,0.6452020202020202,0.020805509872959458,6.262458471760797,10,1.1646307226053256,3.647840531561462,0.7661247704770991,2,8,1.7167577413479054,1.141577080589932,1,6,1098
2562-188-77,CPM/cz1268,1,46,1,66,0.696969696969697,0,2562-188-77,2562,188,77,/home/anna/.ssgetpy/MM/CPM/cz1268/cz1268.mtx,188,188,1480,False,0.29411764705882354,0.47987616099071206,0.041874151199637846,7.872340425531915,26,5.938038293723566,2.882978723404255,0.9659785357150541,1,5,2.7306273062730626,1.5526857975207455,1,6,542
2666-1253-5,VDOL/dynamicSoaringProblem_2,1,479,0,223,2.14798206278027,0,2666-1253-5,2666,1253,5,/home/anna/.ssgetpy/MM/VDOL/dynamicSoaringProblem_2/dynamicSoaringProblem_2.mtx,1253,1253,9138,False,1.0,1.0,0.005820348800548277,7.292897047086991,364,12.022242846143614,3.3112529928172387,1.6406185285635364,1,6,2.2024584237165583,6.438202723434922,1,363,4149
339-274-264,Boeing/bcsstk34,0,300,1,65,4.61538461538461,1,339-274-264,339,274,264,/home/anna/.ssgetpy/MM/Boeing/bcsstk34/bcsstk34.mtx,274,274,8928,True,1.0,1.0,0.11891949491182269,32.583941605839414,47,9.980376611654428,10.182481751824817,3.4624555189157196,2,19,3.2,2.1935388994102216,1,18,2790
1146-111-222,Sandia/oscil_dcop_35,1,18,1,55,0.327272727272727,0,1146-111-222,1146,111,222,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_35/oscil_dcop_35.mtx,111,111,303,False,0.3020833333333333,1.0,0.024592159727294862,2.72972972972973,10,1.1542787299493311,1.4504504504504505,0.9371101710951958,1,8,1.8819875776397517,0.9612290397852274,1,3,161
1511-1842-197,Barabasi/NotreDame_yeast,1,1172,0,0,0.0,0,1511-1842-197,1511,1842,197,/home/anna/.ssgetpy/MM/Barabasi/NotreDame_yeast/NotreDame_yeast.mtx,1842,1842,3461,False,1.0,1.0,0.001020052084254357,1.8789359391965255,50,2.852228082597911,2.1976362442547606,2.667810044525273,1,48,1.0340603525545264,0.38031842358611445,1,11,3347
160-108-308,HB/gre_1107,1,4,1,51,0.0784313725490196,0,160-108-308,160,108,308,/home/anna/.ssgetpy/MM/HB/gre_1107/gre_1107.mtx,108,108,193,False,0.0,0.0,0.016546639231824416,1.787037037037037,3,0.7823389187643953,1.7037037037037037,0.7485697382002865,1,3,1.048913043478261,0.21568624818461335,1,2,184
395-1539-1768,DRIVCAV/cavity16,1,293,1,123,2.38211382113821,1,395-1539-1768,395,1539,1768,/home/anna/.ssgetpy/MM/DRIVCAV/cavity16/cavity16.mtx,1539,1539,45167,False,0.6700424623629057,0.9756806466995164,0.019069706369502316,29.348278102664068,62,14.673915516324493,5.985055230669266,1.9018571461828921,1,13,4.903593529475627,5.496027434518377,1,22,9211
438-259-533,FIDAP/ex7,1,255,1,87,2.93103448275862,1,438-259-533,438,259,533,/home/anna/.ssgetpy/MM/FIDAP/ex7/ex7.mtx,259,259,5518,False,0.8218292451036319,0.8218292451036319,0.08225876179544134,21.305019305019304,60,12.653521107905053,8.316602316602317,4.755829022501625,1,20,2.5617455896007426,4.0341098938140245,1,46,2154
440-623-1942,FIDAP/ex9,1,422,1,76,5.55263157894737,1,440-623-1942,440,623,1942,/home/anna/.ssgetpy/MM/FIDAP/ex9/ex9.mtx,623,623,17441,True,1.0,1.0,0.044936090835778826,27.995184590690208,50,11.290913515552473,4.800963081861958,1.4771232627876767,1,7,5.83116014710799,5.334223509199956,2,18,2991
516-306-629,Gset/G52,1,130,0,0,0.0,0,516-306-629,516,306,629,/home/anna/.ssgetpy/MM/Gset/G52/G52.mtx,306,306,374,False,1.0,1.0,0.0039941902687000725,1.2222222222222223,6,0.9718207585427951,1.6696428571428572,0.9718207585427951,1,6,1.0,0.0,1,1,374
759-663-1105,Nasa/nasa2910,0,700,1,64,10.9375,1,759-663-1105,759,663,1105,/home/anna/.ssgetpy/MM/Nasa/nasa2910/nasa2910.mtx,663,663,28371,True,1.0,1.0,0.06454276802959262,42.79185520361991,140,19.253773836976983,9.790346907993968,6.337879398053439,1,38,4.370821136958866,5.696618385195783,1,70,6491
1166-134-250,Sandia/oscil_dcop_55,1,4,1,51,0.0784313725490196,0,1166-134-250,1166,134,250,/home/anna/.ssgetpy/MM/Sandia/oscil_dcop_55/oscil_dcop_55.mtx,134,134,370,False,0.0,1.0,0.020605925595901093,2.7611940298507465,3,0.636913083383638,1.0,0.0,1,1,2.7611940298507465,0.636913083383638,1,3,134
69-747-62,HB/bcsstm19,1,260,1,51,5.09803921568627,1,69-747-62,69,747,62,/home/anna/.ssgetpy/MM/HB/bcsstm19/bcsstm19.mtx,747,747,747,True,1.0,1.0,0.0013386880856760374,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,747
2-470-20,HB/494_bus,1,378,1,140,2.7,1,2-470-20,2,470,20,/home/anna/.ssgetpy/MM/HB/494_bus/494_bus.mtx,470,470,1558,True,1.0,1.0,0.007052965142598461,3.3148936170212764,10,1.4182666561093502,2.7297872340425533,1.1892094448274524,1,7,1.2143413873733437,0.544265161689969,1,5,1283
71-1935-1338,HB/bcsstm21,1,3,1,51,0.0588235294117647,0,71-1935-1338,71,1935,1338,/home/anna/.ssgetpy/MM/HB/bcsstm21/bcsstm21.mtx,1935,1935,1935,True,1.0,1.0,0.0005167958656330749,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1935
2697-766-334,VDOL/kineticBatchReactor_2,0,800,1,51,15.6862745098039,1,2697-766-334,2697,766,334,/home/anna/.ssgetpy/MM/VDOL/kineticBatchReactor_2/kineticBatchReactor_2.mtx,766,766,1828,False,1.0,1.0,0.0031154346951714172,2.3864229765013056,5,0.9918853523272614,2.3864229765013056,0.9918853523272614,1,5,1.0,0.0,1,1,1828
1389-190-954,Andrianov/net25,1,1,1,51,0.0196078431372549,0,1389-190-954,1389,190,954,/home/anna/.ssgetpy/MM/Andrianov/net25/net25.mtx,190,190,190,False,1.0,1.0,0.005263157894736842,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,190
338-673-304,Bai/tub1000,1,38,1,54,0.703703703703704,0,338-673-304,338,673,304,/home/anna/.ssgetpy/MM/Bai/tub1000/tub1000.mtx,673,673,2687,False,0.0,1.0,0.005932497146351856,3.9925705794947994,4,0.10171525165007328,1.9970282317979198,0.054432865034217535,1,2,1.9992559523809523,0.9996276300573596,1,3,1344
1006-951-122,Sandia/adder_dcop_23,1,159,0,0,0.0,0,1006-951-122,1006,951,122,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_23/adder_dcop_23.mtx,951,951,2569,False,0.0024600246002460025,0.6174661746617466,0.002840554134725636,2.70136698212408,8,1.542047675244137,2.3322751322751323,1.325239564432865,1,7,1.1656079854809438,0.40221318607247286,1,5,2204
